-0.8975915012272419 -1.3464096666347396
-0.8786848120588509 -1.345950238549946
-0.8602514792837632 -1.344572041716709
-0.8423061409816626 -1.3422739497729876
-0.8248631098854533 -1.3390544661790569
-0.8079372651207727 -1.3349115870979595
-0.7915431614258728 -1.3298428269815374
-0.7756961516334924 -1.3238436877396933
-0.7604109966067526 -1.316910302670392
-0.7457025756194731 -1.3090375396139944
-0.7315860888956458 -1.3002188175895955
-0.7180768749535391 -1.2904464345677344
-0.7051900166069167 -1.279712102368441
-0.6929413860890864 -1.2680048338107386
-0.6813467861405995 -1.2553126662955165
-0.6704225868449921 -1.2416213671718008
-0.6601854805359453 -1.2269148785419797
-0.6506530508875678 -1.211173688867552
-0.6418437537316034 -1.1943759423453404
-0.6035503723219938 -1.2255878707946355
-0.5745106975010305 -1.2737003865214296
-0.5466905037231001 -1.32086354619615
-0.520130870908339 -1.3670947348437286
-0.49488160684389193 -1.4123996411800734
-0.4710000114159868 -1.4567746386763996
-0.4485511534740401 -1.500206101985409
-0.4276062236607061 -1.5426725568820017
-0.4082432982777689 -1.5841440459365403
-0.3905461659616419 -1.6245828306204577
-0.37460402949271615 -1.6639434567531106
-0.3605105522036195 -1.70217306459423
-0.34836277109937547 -1.7392109437275063
-0.3382602123356097 -1.7749891809294027
-0.330303066522461 -1.8094324633084522
-0.32459030388271287 -1.8424583313068905
-0.32121729188050974 -1.8739774726623386
-0.32027305723379107 -1.9038942780616088
-0.32183674678596436 -1.9321073444014165
-0.3259746226184732 -1.9585107329514493
-0.3327348385548235 -1.982994983849845
-0.34214493816556496 -2.0054483030654473
-0.3542055638925759 -2.0257599437602924
-0.36888896402771926 -2.043820376663502
-0.38613432319068214 -2.059525200264281
-0.4058450241009515 -2.072778211554652
-0.42788969858557085 -2.083493493917167
-0.45210188177052113 -2.0915975022968025
-0.4782829194195257 -2.0970331600275918
-0.5062065511223928 -2.0997610539542833
-0.5356250425689878 -2.099761056558209
-0.5662765643199178 -2.097033168220806
-0.5978932704830208 -2.09159750149301
-0.630209464146829 -2.0834934945285957
-0.6629692462742867 -2.0727784070285176
-0.6959331337089113 -2.059525224071983
-0.7288832814897971 -2.043820132838742
-0.7616271321037958 -2.025759521495207
-0.7939993994869549 -2.0054481882454955
-0.8258628115464927 -1.9829948043818004
-0.8571072701097582 -1.9585107249523308
-0.8876484359494078 -1.9321073826826138
-0.9174253180882774 -1.903894288285601
-0.9463978399934418 -1.8739775053627707
-0.9745439597757468 -1.842458259416558
-1.001857118722754 -1.8094324697164097
-1.0283432631079932 -1.7749891908724098
-1.0540189457914326 -1.7392109501711803
-1.0789090375205672 -1.7021730499980003
-1.1030450708635655 -1.6639435270172556
-1.1264636351748574 -1.624582842411025
-1.1492053187644493 -1.5841440523739936
-1.1713139347282882 -1.542672680777709
-1.192835405874331 -1.5002061179232813
-1.213817967844532 -1.4567745829558159
-1.2343113587297814 -1.412399705742692
-1.2543671220768369 -1.3670947081129345
-1.2740386469344305 -1.3208635977834537
-1.2933815849932533 -1.273700394248479
-1.3124544284988795 -1.2255878766911792
-1.3313194675009117 -1.1764958687613094
-1.3500438123417073 -1.1263788336193175
-1.3500438123417073 -1.1263788336193175
-1.3047237611147413 -1.194812077414824
-1.2791252228675958 -1.2115829810560634
-1.2538600291510655 -1.22729784525693
-1.2289244058772724 -1.2419790264540198
-1.2043173515008738 -1.2556445999515962
-1.1800388851873278 -1.268311787069779
-1.1560913157185897 -1.2799944858675707
-1.1324784922375304 -1.290704677309025
-1.1092056622496973 -1.3004526732249806
-1.0862793451642652 -1.3092473226553036
-1.0637072152527611 -1.317096190241269
-1.041497933071283 -1.3240060362220147
-1.0196614105032982 -1.3299815381796762
-0.9982081305768004 -1.3350272739244287
-0.9771495254093958 -1.339146851657957
-0.9564975005444837 -1.342343109853034
-0.9362646898841506 -1.3446180507595538
-0.9164642334267826 -1.3459730000104078
